id,name,pure_name,internal_id,nickname,official_url,resplendent_url,resplendent_costume,resplendent_date,skills,skill_rarity,sex,release_date,thumb,english_name,epithet,english_epithet,description,origin,how_to_get,type,weapon_type,move_type,illustrator,cv,special_type,duo_skill,is_distributed,resplendent,rarity,rarity3,strength,weekness,recommend,hp_5,atk_5,spd_5,def_5,res_5,hp_5_lv1,atk_5_lv1,spd_5_lv1,def_5_lv1,res_5_lv1,style
33,"ラズワルド","|ラズワルド|","","",https://guide.fire-emblem-heroes.com/11005003000019-2/,"","",,"|ラズワルドの舞剣|銀の剣+|夕陽|斧殺し3|速さの鼓舞3|","|鉄の剣:3|鋼の剣:3|銀の剣:3|銀の剣+:5|ラズワルドの舞剣:5|陽影:3|夕陽:4|斧殺し1:3|斧殺し2:3|斧殺し3:4|速さの鼓舞1:3|速さの鼓舞2:4|速さの鼓舞3:5|","男",2017-02-02,Laslow.png,Laslow,"花咲く笑顔","Dancing Duelist","マークスの臣下。その出自や経歴は不明。 女好きで踊りが上手いが、実は恥ずかしがり屋。 （登場:『ファイアーエムブレム　if』）",if,"ガチャ","赤","剣","歩行","|スエカネクミコ|","|木島隆一|","","",true,,"星4|星3","星4|星3","","","",44,35,26,30,22,20,9,7,6,5,""
34,"ルーナ","|ルーナ|","","",https://guide.fire-emblem-heroes.com/11005006000020-2/,https://fehpass.fire-emblem-heroes.com/ja/00005006000020/,"エンブラ",2024-03-10,"|ルーナの鋭剣|アーマーキラー+|引き戻し|相性激化3|速さの威嚇3|","|鉄の剣:3|鋼の剣:3|アーマーキラー:3|アーマーキラー+:5|ルーナの鋭剣:5|引き戻し:3|相性激化1:3|相性激化2:4|相性激化3:5|速さの威嚇1:3|速さの威嚇2:3|速さの威嚇3:4|","女",2017-02-02,Selena.png,Selena,"秘めた憧憬","Cutting Wit","カミラの臣下。その出自や経歴は不明。 わがままで負けず嫌いだが、努力の天才。 (登場:『ファイアーエムブレム if』)",if,"ガチャ","赤","剣","歩行","|ザザ|加川壱互|","|世戸さおり|","","","",true,"星4|星3","星4|星3","","","",37,25,35,32,28,18,6,9,8,6,""
35,"レイヴァン","|レイヴァン|","","",https://guide.fire-emblem-heroes.com/06005001000050-2/,https://fehpass.fire-emblem-heroes.com/ja/00005001000050/,"ヘル",2021-08-10,"|バシリコス|太陽|速さの覚醒3|守備の威嚇3|","|鉄の斧:3|鋼の斧:3|勇者の斧:3|勇者の斧+:5|バシリコス:5|陽影:3|太陽:4|速さの覚醒1:3|速さの覚醒2:3|速さの覚醒3:4|守備の威嚇1:3|守備の威嚇2:4|守備の威嚇3:5|","男",2017-02-02,Raven.png,Raven,"気高き傭兵","Peerless Fighter","コンウォル侯爵家の嫡男で、本名はレイモンド。 復讐のため、傭兵に身をやつしている。 (登場:『ファイアーエムブレム　烈火の剣』)","烈火の剣","ガチャ","緑","斧","歩行","|AKIRA|ニジハヤシ|","|梅原裕一郎|","","",true,true,"星4|星3","星4|星3","","","",41,34,35,25,22,19,8,9,6,5,""
36,"ロンクー","|ロンクー|","","",https://guide.fire-emblem-heroes.com/10003003000013-2/,https://fehpass.fire-emblem-heroes.com/ja/00003003000013/,"エンブラ",2022-08-25,"|孤高の剣|キルソード+|凶星|速さ3|待ち伏せ3|","|鉄の剣:3|鋼の剣:3|キルソード:3|キルソード+:5|孤高の剣:5|星影:3|凶星:4|速さ1:3|速さ2:4|速さ3:5|待ち伏せ1:3|待ち伏せ2:3|待ち伏せ3:4|","男",2017-02-02,LonQu.png,"Lon'qu","女嫌いの剣士","Solitary Blade","フェリア国の剣士。女性が苦手。 無口で無愛想だが、剣の腕は確か。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","赤","剣","歩行","|AKIRA|萩谷薫|","|子安武人|","","",pay,true,"星4|星3","星4|星3","","","",45,29,39,22,22,19,7,11,5,5,""
37,"バアトル","|バアトル|","","",https://guide.fire-emblem-heroes.com/05008005000049-2/,"","",,"|バアトルの豪斧|ハンマー+|ぶちかまし|獅子奮迅3|差し違え3|","|鉄の斧:3|鋼の斧:3|ハンマー:3|ハンマー+:5|バアトルの豪斧:5|ぶちかまし:3|獅子奮迅1:3|獅子奮迅2:4|獅子奮迅3:5|差し違え1:3|差し違え2:3|差し違え3:4|","男",2017-02-02,Bartre.png,Bartre,"怒れる闘士","Fearless Warrior","辺境の戦士。豪快な性格で周囲を振り回す。 娘フィルを溺愛しており、娘を探して旅に出た。 (登場:『ファイアーエムブレム　封印の剣』)","封印の剣","ガチャ","緑","斧","歩行","|岡谷|","|利根健太朗|","","",true,,"星4|星3","星4|星3","","","",49,36,25,33,13,21,10,6,7,3,""
38,"アベル","|アベル|","","",https://guide.fire-emblem-heroes.com/01001007000037/,"","",,"|黒豹の槍|勇者の槍+|聖盾|HP3|剣殺し3|","|鉄の槍:3|鋼の槍:3|勇者の槍:3|勇者の槍+:5|黒豹の槍:5|聖衣:3|聖盾:4|HP1:3|HP2:4|HP3:5|剣殺し1:3|剣殺し2:3|剣殺し3:4|","男",2017-02-02,Abel.png,Abel,"黒豹","The Panther","アリティア騎士。カインと共にマルス王子に仕えた。 冷静沈着な性格で、【黒豹】の異名を持つ。 (登場:『ファイアーエムブレム 紋章の謎』)","紋章の謎","ガチャ","青","槍","騎馬","|笹島彗星|","|佐藤拓也|","","","",,"星4|星3","星4|星3","","","",39,33,32,25,25,17,7,8,8,6,""
39,"カイン","|カイン|","","|救援師匠|",https://guide.fire-emblem-heroes.com/01001006000024/,"","",,"|猛牛の剣|勇者の剣+|長盾|救援の行路3|攻撃の威嚇3|","|鉄の剣:3|鋼の剣:3|勇者の剣:3|勇者の剣+:5|猛牛の剣:5|小盾:3|長盾:4|救援の行路1:3|救援の行路2:3|救援の行路3:4|攻撃の威嚇1:3|攻撃の威嚇2:4|攻撃の威嚇3:5|","男",2017-02-02,Cain.png,Cain,"猛牛","The Bull","アリティア騎士。アベルと共にマルス王子に仕えた。 猪突猛進な性格で、【猛牛】の異名を持つ。 （登場:『ファイアーエムブレム　紋章の謎』）","紋章の謎","ガチャ","赤","剣","騎馬","|めか|","|増田俊樹|","","","",,"星4|星3","星4|星3","","","",42,32,32,27,21,18,8,6,8,6,""
40,"ソール","|ソール|","","",https://guide.fire-emblem-heroes.com/10001008000026-2/,"","",,"|若き黒豹の剣|旭日の剣+|入れ替え|守備3|進軍阻止3|","|鉄の剣:3|鋼の剣:3|旭日の剣:3|旭日の剣+:5|若き黒豹の剣:5|入れ替え:3|守備1:3|守備2:3|守備3:4|進軍阻止1:3|進軍阻止2:4|進軍阻止3:5|","男",2017-02-02,Stahl.png,Stahl,"碧の騎士","Viridian Knight","クロム自警団の一員。騎士を目指している。 少々おっちょこちょいだが人が良く、優しい性格。 (登場:『ファイアーエムブレム　覚醒』)","覚醒","ガチャ","赤","剣","騎馬","|まよ|","|新垣樽助|","","",true,,"星4|星3","星4|星3","","","",45,31,26,30,22,19,7,7,8,5,""
41,"ソワレ","|ソワレ|","","",https://guide.fire-emblem-heroes.com/10001007000039-2/,"","",,"|若き猛牛の槍|蒼海の槍+|引き寄せ|剣殺し3|守備の紋章3|","|鉄の槍:3|鋼の槍:3|蒼海の槍:3|蒼海の槍+:5|若き猛牛の槍:5|引き寄せ:3|剣殺し1:3|剣殺し2:4|剣殺し3:5|守備の紋章1:3|守備の紋章2:3|守備の紋章3:4|","女",2017-02-02,Sully.png,Sully,"紅の騎士","Crimson Knight","クロム自警団の一員。男勝りで爽やかな性格。 騎士を目指しており、常に訓練を怠らない。 （登場:『ファイアーエムブレム　覚醒』）","覚醒","ガチャ","青","槍","騎馬","|まよ|","|大原桃子|","","",true,,"星4|星3","星4|星3","","","",42,26,34,24,28,18,7,8,7,6,""
42,"ピエリ","|ピエリ|","","",https://guide.fire-emblem-heroes.com/11005004000040-2/,"","",,"|ピエリの小槍|キラーランス+|凶星|魔防3|守備の威嚇3|","|鉄の槍:3|鋼の槍:3|キラーランス:3|キラーランス+:5|ピエリの小槍:5|星影:3|凶星:4|魔防1:3|魔防2:4|魔防3:5|守備の威嚇1:3|守備の威嚇2:3|守備の威嚇3:4|","女",2017-02-02,Peri.png,Peri,"殺戮本能","Playful Slayer","暗夜王国の騎士。マークスの臣下。 泣き虫で子供っぽく、人を殺すのに抵抗がない。 （登場:『ファイアーエムブレム　if』）",if,"ガチャ","青","槍","騎馬","|高木正文|","|髙橋ミナミ|","","","",,"星4|星3","星4|星3","","","",35,33,33,23,30,16,9,9,6,6,""
43,"オリヴィエ","|オリヴィエ|","","",https://guide.fire-emblem-heroes.com/10003004000014-2/,"","",,"|銀の剣+|踊る|叩き込み|攻撃の鼓舞3|","|鉄の剣:3|鋼の剣:3|銀の剣:3|銀の剣+:5|踊る:3|叩き込み:3|攻撃の鼓舞1:3|攻撃の鼓舞2:3|攻撃の鼓舞3:4|","女",2017-02-02,Olivia.png,Olivia,"恥ずかしがり屋の","Blushing Beauty","各国を旅する踊り子。恥ずかしがり屋だが、 天才的な踊りの才能を持っている。 （登場:『ファイアーエムブレム　覚醒』）","覚醒","ガチャ","赤","剣","歩行",|AKIRA|,"|松嵜麗|","","",true,,"星4|星3","星4|星3","","","",36,28,33,27,26,17,6,7,5,4,""
44,"ギュンター","|ギュンター|","","",https://guide.fire-emblem-heroes.com/11001004000056-2/,"","",,"|老騎士の古斧|銀の斧+|一喝|金剛の一撃3|騎刃の鼓舞|","|鉄の斧:3|鋼の斧:3|銀の斧:3|銀の斧+:5|老騎士の古斧:5|一喝:3|金剛の一撃1:3|金剛の一撃2:4|金剛の一撃3:5|攻撃の鼓舞1:3|攻撃の鼓舞2:3|騎刃の鼓舞:4|","男",2017-02-02,Gunter.png,Gunter,"老騎士","Inveterate Soldier","暗夜王国に長く仕える騎士。カムイの臣下。 常に冷静で、自分にも他人にも厳しい堅物。 （登場:『ファイアーエムブレム　if』）",if,"ガチャ","緑","斧","騎馬","|山田章博|","|納谷六朗|","","",true,,"星4|星3","星4|星3","","","",43,32,24,33,18,21,10,7,11,5,""
45,"ソフィーヤ","|ソフィーヤ|","","",https://guide.fire-emblem-heroes.com/05010001000074-2/,https://fehpass.fire-emblem-heroes.com/ja/00010001000074/,"エンブラ",2020-03-25,"|悠久の書|ノスフェラート+|竜穿|明鏡の一撃3|魔防の鼓舞3|","|ミィル:3|ルイン:3|ノスフェラート:3|ノスフェラート+:5|悠久の書:5|伏竜:3|竜穿:4|明鏡の一撃1:3|明鏡の一撃2:4|明鏡の一撃3:5|魔防の鼓舞1:3|魔防の鼓舞2:3|魔防の鼓舞3:4|","女",2017-02-02,Sophia.png,Sophia,"ナバタの予言者","Nabata Prophet","ナバタの里に住むシャーマン。未来を予知できる。里で暮らしてきたため、人と接することに慣れていない。(登場:『ファイアーエムブレム　封印の剣』)","封印の剣","ガチャ","赤","赤魔","歩行","|ザザ|みわべさくら|","|大西沙織|",,"",true,true,"星4|星3","星4|星3","","","",40,33,19,28,29,18,9,4,6,7,""
46,"ルフレ(男)","|ルフレ男|","","",https://guide.fire-emblem-heroes.com/10001002000079-2/,https://fehpass.fire-emblem-heroes.com/ja/00001002000079/,"ヘル",2020-07-25,"|軍師の雷書|ブラーレイヴン+|緋炎|速さの覚醒3|守備の紋章3|","|サンダー:3|エルサンダー:3|ブラーレイヴン:3|ブラーレイヴン+:5|軍師の雷書:5|蛍火:3|緋炎:4|速さの覚醒1:3|速さの覚醒2:4|速さの覚醒3:5|守備の紋章1:3|守備の紋章2:3|守備の紋章3:4|","男",2017-02-02,Robin-M.png,Robin,"聖王の軍師","High Deliverer","イーリス聖王国の軍師。クロムの半身。 クロムと出会うまでの記憶を失っている。 (登場:『ファイアーエムブレム　覚醒』)","覚醒","ガチャ","青","青魔","歩行","|冨士原良|小宮国春|","|細谷佳正|","","",true,true,"星4|星3","星4|星3","","","",40,29,29,29,22,18,7,7,7,5,""
47,"ガイア","|ガイア|","","",https://guide.fire-emblem-heroes.com/10002001000068-2/,https://fehpass.fire-emblem-heroes.com/ja/00002001000068/,"ムスペル",2022-05-25,"|砂糖菓子の暗器|盗賊の暗器+|速さの応援|攻撃の覚醒3|すり抜け3|","|鉄の暗器:3|鋼の暗器:3|盗賊の暗器:3|盗賊の暗器+:5|砂糖菓子の暗器:5|速さの応援:3|攻撃の覚醒1:3|攻撃の覚醒2:4|攻撃の覚醒3:5|すり抜け1:3|すり抜け2:3|すり抜け3:4|","男",2017-02-02,Gaius.png,Gaius,"お菓子好き盗賊","Candy Stealer","イーリス聖王国の盗賊。冷静で手先が器用。 甘いものに目がなく、全身に菓子を隠し持つ。 （登場:『ファイアーエムブレム　覚醒』）","覚醒","ガチャ","無","暗器","歩行","|一色箱|argon|","|松本忍|","","",true,true,"星4|星3","星4|星3","","","",42,29,36,22,19,18,7,10,5,4,""
48,"ゴードン","|ゴードン|","","",https://guide.fire-emblem-heroes.com/01001009000063/,https://fehpass.fire-emblem-heroes.com/ja/00001009000063/,"エンブラ",2023-01-10,"|弓騎士の名弓|勇者の弓+|体当たり|攻撃3|待ち伏せ3|","|鉄の弓:3|鋼の弓:3|勇者の弓:3|勇者の弓+:5|弓騎士の名弓:5|体当たり:3|攻撃1:3|攻撃2:3|攻撃3:4|待ち伏せ1:3|待ち伏せ2:4|待ち伏せ3:5|","男",2017-02-02,Gordin.png,Gordin,"アリティアの弓兵","Altean Archer","アリティア王国の弓兵。幼く見られがちだが、 努力家で、弓の実力はアリティア随一。 （登場:『ファイアーエムブレム　紋章の謎』）","紋章の謎","ガチャ","無","弓","歩行","|板垣ハコ|めか|","|村瀬歩|","","",true,true,"星4|星3","星4|星3","","","",43,31,25,32,17,19,7,6,8,4,""
49,"サイゾウ","|サイゾウ|","","",https://guide.fire-emblem-heroes.com/11002004000071-2/,"","",,"|サイゾウの爆炎針|紫煙の暗器+|一喝|蛇毒3|速さの紋章3|","|鉄の暗器:3|鋼の暗器:3|紫煙の暗器:3|紫煙の暗器+:5|サイゾウの爆炎針:5|一喝:3|蛇毒1:3|蛇毒2:3|蛇毒3:4|速さの紋章1:3|速さの紋章2:4|速さの紋章3:5|","男",2017-02-02,Saizo.png,Saizo,"爆炎使い","Angry Ninja","白夜王国の忍。リョウマの臣下。 スズカゼの双子の兄で、ぶっきらぼうな性格。 （登場:『ファイアーエムブレム　if』）",if,"ガチャ","無","暗器","歩行",|lack|,"|新垣樽助|","","",true,,"星4|星3","星4|星3","","","",36,29,34,33,16,17,7,8,9,3,""
50,"ジェイガン","|ジェイガン|","","",https://guide.fire-emblem-heroes.com/01001005000036/,"","",,"|古強者の槍|銀の槍+|聖盾|獅子奮迅3|騎盾の鼓舞|","|鉄の槍:3|鋼の槍:3|銀の槍:3|銀の槍+:5|古強者の槍:5|聖衣:3|聖盾:4|獅子奮迅1:3|獅子奮迅2:4|獅子奮迅3:5|魔防の鼓舞1:3|魔防の鼓舞2:3|騎盾の鼓舞:4|","男",2017-02-02,Jagen.png,Jagen,"マルスの軍師","Veteran Knight","アリティア騎士であり、マルスの守り役。 マルスがまだ幼い頃から、長年に渡り支えてきた。 (登場:『ファイアーエムブレム 紋章の謎』)","紋章の謎","ガチャ","青","槍","騎馬","|山田章博|","|五王四郎|","","","",,"星4|星3","星4|星3","","","",37,27,24,25,35,20,8,7,8,11,""
51,"セーラ","|セーラ|","","",https://guide.fire-emblem-heroes.com/06003003000088-2/,https://fehpass.fire-emblem-heroes.com/ja/00003003000088/,"ニフル",2021-11-10,"|アブゾーブ+|リカバー+|疾風の祝福|攻撃の鼓舞3|","|アサルト:3|アブゾーブ:3|アブゾーブ+:5|ライブ:3|リライブ:3|リカバー:4|リカバー+:5|治癒:3|疾風の祝福:3|攻撃の鼓舞1:3|攻撃の鼓舞2:4|攻撃の鼓舞3:5|","女",2017-02-02,Serra.png,Serra,"かしましシスター","Outspoken Cleric","オスティア侯弟ヘクトルに仕えるシスター。 自由奔放な言動で、常に周囲を騒がせている。 (登場:『ファイアーエムブレム　烈火の剣』)","烈火の剣","ガチャ","無","杖","歩行","|久杉トク|えいひ|","|小澤亜李|","","",true,true,"星4|星3","星4|星3","","","",33,30,31,21,33,16,6,9,4,9,""
52,"マシュー","|マシュー|","","",https://guide.fire-emblem-heroes.com/06003002000003/,https://fehpass.fire-emblem-heroes.com/ja/00003002000003/,"ニフル",2022-06-25,"|密偵の暗器|盗賊の暗器+|相互援助|蛇毒3|速さの鼓舞3|","|鉄の暗器:3|鋼の暗器:3|盗賊の暗器:3|盗賊の暗器+:5|密偵の暗器:5|相互援助:3|蛇毒1:3|蛇毒2:4|蛇毒3:5|速さの鼓舞1:3|速さの鼓舞2:3|速さの鼓舞3:4|","男",2017-02-02,Matthew_0.png,Matthew,"義の盗賊","Faithful Spy","オスティア候ヘクトルに仕える密偵。 飄々とした性格だが、抜け目ない一面も持つ。 (登場:『ファイアーエムブレム 烈火の剣』)","烈火の剣","ガチャ","無","暗器","歩行","|岡谷|Tobi|","|保志総一朗|","","",true,true,"星4|星3","星4|星3","","","",41,25,34,30,18,17,6,10,6,5,""
53,"マリア","|マリア|","","",https://guide.fire-emblem-heroes.com/01004003000087-2/,"","",,"|パニック+|リブロー+|祈り|魔防の鼓舞3|","|アサルト:3|パニック:3|パニック+:5|ライブ:3|リライブ:3|リブロー:3|リブロー+:5|祈り:3|治癒:3|魔防の鼓舞1:3|魔防の鼓舞2:4|魔防の鼓舞3:5|","女",2017-02-02,Maria-Icon.png,Maria,"ミネルバの妹","Minerva's Sister","マケドニア王女。ミシェイル、ミネルバの妹。 家族思いで、心優しい性格。 (登場:『ファイアーエムブレム 紋章の謎』)","紋章の謎","ガチャ","無","杖","歩行",|kaya8|,"|洲崎綾|","","","",,"星4|星3","星4|星3","","","",36,27,34,19,32,17,5,8,4,10,""
54,"マリク","|マリク|","","",https://guide.fire-emblem-heroes.com/01005001000082-2/,https://fehpass.fire-emblem-heroes.com/ja/00005001000082/,"ニザヴェリル",2021-07-10,"|共鳴エクスカリバー|エクスカリバー|爆風|HP3|魔防の紋章3|","|ウインド:3|エルウインド:3|レクスカリバー:3|エクスカリバー:5|砕風:3|爆風:4|HP1:3|HP2:4|HP3:5|魔防の紋章1:3|魔防の紋章2:3|魔防の紋章3:4|","男",2017-02-02,Merric.png,Merric,"風の魔道士","Wind Mage","【風の魔道士】と呼ばれる風魔道の使い手。 マルスの幼馴染で、魔道の地カダインで修業を積んだ。 （登場:『ファイアーエムブレム　紋章の謎』）","紋章の謎","ガチャ","緑","緑魔","歩行","|水野加奈|ネコモチ|","|保志総一朗|","","","",true,"星4|星3","星4|星3","","","",43,26,32,28,19,19,7,8,6,4,""
55,"レイ","|レイ|","","",https://guide.fire-emblem-heroes.com/05003002000004-2/,"","",,"|山の隠者の書|ラウアウルフ+|攻撃の応援|HP3|魔防封じ3|","|ミィル:3|ルイン:3|ラウアウルフ:3|ラウアウルフ+:5|山の隠者の書:5|攻撃の応援:3|HP1:3|HP2:4|HP3:5|魔防封じ1:3|魔防封じ2:3|魔防封じ3:4|","男",2017-02-02,Raigh.png,Raigh,"闇の申し子","Dark Child","闇魔道を志す少年。親を亡くし、孤児院で育った。 斜に構えた性格で、人と気安く打ち解けようとしない。 (登場:『ファイアーエムブレム 封印の剣』)","封印の剣","ガチャ","赤","赤魔","歩行","|日向悠二|","|藤原夏海|","","",true,,"星4|星3","星4|星3","","","",36,32,29,22,29,17,8,7,5,7,""
